username,full_name,platform,total_followers,total_media_posts,account_category,boost_index,engagement_rate,engagement_rate_60d,avg_likes,avg_comments,avg_video_views,avg_1d,avg_3d,avg_7d,avg_14d,avg_30d,profile_url
badgalriri,badgalriri,Instagram,133436105,4837,Entertainment,88,0.0203844314182973,0.0291452489837314,3691546.0,20974.19024390244,8827574.28440367,,,,,,https://www.instagram.com/badgalriri
kingjames,kingjames,Instagram,127326148,2331,,86,0.0132422145291974,0.0099841763380461,2102660.333333333,13785.983695652174,5584779.543307086,803501.0,803501.0,879697.5,1429823.4,1462300.8333333333,https://www.instagram.com/kingjames
theellenshow,theellenshow,Instagram,123619409,9987,Pets & Animals,87,0.0026418002535041,0.0008623072747171,424885.52218152216,3787.956893480584,3577368.090144231,,,,84741.0,79112.8,https://www.instagram.com/theellenshow
realmadrid,realmadrid,Instagram,121711711,6593,Sports,90,0.0068188290806917,0.0078479471621639,1009067.5405982904,3553.235075781008,3058169.528985508,647959.75,568533.5555555555,647859.4074074074,660730.3396226416,801848.3129770992,https://www.instagram.com/realmadrid
champagnepapi,champagnepapi,Instagram,116476688,5194,,85,0.0117332064264039,0.0136451946931477,1723164.25,83.42094455852155,4816847.96875,,1688951.0,1688951.0,1365792.6666666667,1599806.923076923,https://www.instagram.com/champagnepapi
chrisbrownofficial,chrisbrownofficial,Instagram,115007167,7282,,86,0.0031862242253984,0.0031460514747664,465597.390625,3862.719491035281,2049063.463414634,,,287076.5,410872.1666666667,371779.0,https://www.instagram.com/chrisbrownofficial
fcbarcelona,fcbarcelona,Instagram,109950457,9988,Sports,90,0.0088166283899638,0.0063550394555545,1176560.049145299,4342.094240837696,4286283.064,933228.5,797160.5,735920.7368421053,740394.1428571428,732259.88,https://www.instagram.com/fcbarcelona
billieeilish,billieeilish,Instagram,104462435,684,,73,0.0648051411685297,0.0488390503572724,8520777.666666666,45267.4226519337,15804630.0,,,7377994.0,5593146.8,4345861.5,https://www.instagram.com/billieeilish
dualipa,dualipa,Instagram,85085187,1224,Music,74,0.0185376479298309,0.0165253073215409,2091782.107142857,4827.426546391753,2892223.342592593,487197.0,659692.8,935806.8181818182,939716.1176470588,1173231.2352941176,https://www.instagram.com/dualipa
gal_gadot,gal_gadot,Instagram,83763785,1676,Entertainment,85,0.0120068663058131,0.0082134535737749,1377079.5,4787.181415929204,3104604.989473684,481129.0,481129.0,470165.3333333333,470165.3333333333,580991.4545454546,https://www.instagram.com/gal_gadot
vindiesel,vindiesel,Instagram,81632030,1817,Film & Animation,88,0.0126937858457076,0.0072286229256552,1384972.6666666667,7997.0213903743315,3097254.1746031744,,,384524.0,384524.0,364442.0,https://www.instagram.com/vindiesel
priyankachopra,priyankachopra,Instagram,80262430,3545,Autos & Vehicles,85,0.0147839110068688,0.0229656841614171,1580291.6285714286,4660.018248175183,3910075.543859649,,,,2518390.0,1604862.857142857,https://www.instagram.com/priyankachopra
lalalalisa_m,lalalalisa_m,Instagram,79870794,860,,70,0.0587180384904851,0.1034398797230652,5650260.5,51630.40416666667,8284125.55,,6404213.0,5049325.5,7494265.375,8190369.9,https://www.instagram.com/lalalalisa_m
nasa,nasa,Instagram,78572117,3522,Science & Technology,88,0.0125796045442767,0.0105785740762676,1172499.9,3965.166883963494,2742669.7719298247,327227.5,533789.3333333334,614062.0,654025.6666666666,715564.7826086957,https://www.instagram.com/nasa
shakira,Shakira,Instagram,75751033,1976,,88,0.0102919387924278,0.0072949248605536,973225.6166666666,6292.061810154525,4121447.827586207,,124610.0,124610.0,124610.0,310397.6666666667,https://www.instagram.com/shakira
gigihadid,gigihadid,Instagram,74890004,3248,,85,0.0260471743789292,0.0317714066045176,2555316.25,6586.713062098501,8933626.642857144,,,,2063724.5,2063724.5,https://www.instagram.com/gigihadid
snoopdogg,snoopdogg,Instagram,74552708,9995,Movies,86,0.0023939542319809,0.0016487262845602,205719.22368421053,2673.8992937483654,1259594.4058919805,48391.0,57393.16666666666,79461.43478260869,138903.94642857142,134955.6611570248,https://www.instagram.com/snoopdogg
davidbeckham,davidbeckham,Instagram,74516736,1522,,86,0.0128111431389623,0.0081631500022022,1237162.25,4077.069090909091,3354963.688311688,,,,237234.0,421613.5,https://www.instagram.com/davidbeckham
shraddhakapoor,shraddhakapoor,Instagram,73424750,1872,,81,0.0160214505741731,0.018880539950888,1609147.0,6224.394537177542,2550143.938202247,,825124.0,825124.0,825124.0,825124.0,https://www.instagram.com/shraddhakapoor
victoriassecret,victoriassecret,Instagram,73016997,2796,,88,0.0015506634666612,0.0002866246735449,148111.8363636364,389.1310664605873,412003.2732095491,,14910.0,17489.5,23730.33333333333,22321.29411764706,https://www.instagram.com/victoriassecret
k.mbappe,k.mbappe,Instagram,72335779,1149,Sports,86,0.0286749375188922,0.0337757728605493,2454367.866666666,10607.11652173913,6006698.25,,1067835.0,1332534.6666666667,1462670.3333333333,1754809.125,https://www.instagram.com/k.mbappe
nehakakkar,nehakakkar,Instagram,70376999,2298,Music,84,0.0166928464995209,0.0088834261397615,1530347.0,7334.274015748031,4497085.660550458,,,,329835.5,711477.75,https://www.instagram.com/nehakakkar
shawnmendes,shawnmendes,Instagram,69407554,2532,,83,0.0394208284450051,0.0251010690678539,3500515.0,23995.509719222464,3180541.7126436783,,2055267.6666666667,1678390.4285714286,1678390.4285714286,1831551.1538461533,https://www.instagram.com/shawnmendes
nba,nba,Instagram,68938585,12610,Sports,87,0.0042848714320617,0.0030800686059339,374008.6914285715,1014.6888450148076,1863379.103896104,138689.75,186225.0,205004.76666666663,202891.8656716418,223104.62719298244,https://www.instagram.com/nba
narendramodi,narendramodi,Instagram,68330604,537,Pets & Animals,85,0.0328339212783271,0.0232879705202494,2953851.5,24367.343096234308,5185283.8125,,,,1230562.0,1830545.6,https://www.instagram.com/narendramodi
jennierubyjane,jennierubyjane,Instagram,68085856,857,,76,0.0587168010484671,0.1148189686951802,5080827.583333333,42238.50148809524,5690914.514285714,,,,6395073.0,7258851.666666667,https://www.instagram.com/jennierubyjane
deepikapadukone,deepikapadukone,Instagram,67796542,258,,83,0.016576823363872,0.0136785359956671,1544528.95,4756.226277372263,4012606.319672131,,1638516.0,1638516.0,1181600.3333333333,1181600.3333333333,https://www.instagram.com/deepikapadukone
tomholland2013,tomholland2013,Instagram,67657871,1218,,77,0.0648570262745153,0.1260702528879513,5408241.0,27396.79120879121,9892997.666666666,,,7582873.0,7582873.0,6994957.0,https://www.instagram.com/tomholland2013
aliaabhatt,aliaabhatt,Instagram,67428908,1820,Entertainment,82,0.0196990789763926,0.04135082469462,1759431.125,6892.528109028961,3586775.894117647,568946.0,1716864.5,2220579.6666666665,3554326.0,2127322.75,https://www.instagram.com/aliaabhatt
ronaldinho,ronaldinho,Instagram,67398061,2921,Sports,78,0.0101762388751444,0.0057929729969356,891414.0833333333,4286.839059674503,2453751.8396946564,218368.0,218368.0,329519.25,261123.8571428572,347323.8823529412,https://www.instagram.com/ronaldinho
emmawatson,emmawatson,Instagram,67107508,344,,87,0.0202340940785513,0.0001000758555728,1858345.0,6711.485576923077,4843114.411764706,0.0,0.0,0.0,0.0,0.0,https://www.instagram.com/emmawatson
bts.bighitofficial,bts.bighitofficial,Instagram,65962589,1150,,78,0.0514232207530959,0.0720407083690759,4172263.1666666665,35250.45547445255,4665768.0,,,2808383.0,3652298.5,3763044.454545455,https://www.instagram.com/bts.bighitofficial
katrinakaif,katrinakaif,Instagram,65597009,997,Entertainment,85,0.0215544205511771,0.0374658190490996,1674335.25,8971.833740831296,4732693.97979798,,,,539443.0,539443.0,https://www.instagram.com/katrinakaif
justintimberlake,justintimberlake,Instagram,65477707,780,,87,0.0078898709745138,0.0038519607996693,614677.0,6039.921052631579,2640031.695652174,,,,194952.5,198150.3333333333,https://www.instagram.com/justintimberlake
marvel,marvel,Instagram,65358436,6907,Movies,82,0.0047100652194721,0.0050199596695487,328737.6,1066.2219724641752,960153.7919947506,55538.66666666666,122017.33333333331,183257.7777777777,193248.35294117648,260000.9090909091,https://www.instagram.com/marvel
camila_cabello,camila_cabello,Instagram,64375364,2884,,77,0.0219265288449977,0.0194345983003342,1853523.9285714289,7368.125720876586,3185373.0707964604,,,1579814.0,1532900.0,1287657.5714285714,https://www.instagram.com/camila_cabello
willsmith,willsmith,Instagram,64260079,1362,,82,0.017660170978728,0.0002021184767022,1408560.3333333333,12989.699124726478,6291661.438423646,0.0,0.0,0.0,0.0,0.0,https://www.instagram.com/willsmith
raffinagita1717,raffinagita1717,Instagram,62899363,9946,Entertainment,83,0.00451102568907,0.0072981267760065,387143.96774193546,3716.759681881051,1322062.7623762377,249344.2,340437.14285714284,486322.5,456141.1463414634,434216.0972222223,https://www.instagram.com/raffinagita1717
anitta,anitta,Instagram,62896138,5091,,82,0.0102353945028685,0.0087563842340578,857234.1124999999,7632.5947403911,2681297.324110672,,313134.5,426274.5,420654.28571428574,414450.1538461539,https://www.instagram.com/anitta
maluma,maluma,Instagram,62706097,8164,,84,0.0137097455332929,0.0148515839956952,1195150.8154761903,8056.752786220872,2901785.472222222,,1074236.0,901334.5,948883.75,1025142.0,https://www.instagram.com/maluma
akshaykumar,akshaykumar,Instagram,62614053,1860,Entertainment,85,0.01900901740256,0.0135768634770112,1516770.0,7210.882568807339,4092468.353658536,,265974.0,341912.0,391342.6666666667,572411.625,https://www.instagram.com/akshaykumar
jacquelinef143,jacquelinef143,Instagram,62118961,2433,Entertainment,85,0.0139067642467081,0.00972952070138,1143262.3333333333,4780.738944365193,2415085.3583333334,,,615704.5,803217.0,648666.5555555555,https://www.instagram.com/jacquelinef143
sooyaaa__,sooyaaa__,Instagram,62062471,824,Film & Animation,82,0.0600213082377881,0.0924807458060116,4493906.633333334,35145.84691011236,3985933.902439024,,,,6468019.0,6001684.833333333,https://www.instagram.com/sooyaaa__
psg,psg,Instagram,61178714,9761,Sports,86,0.0077280830743806,0.0083213524788285,508990.4477513228,1457.0676016830294,2135978.161904762,162310.0,281299.5789473684,291237.8076923077,371440.6530612245,359066.93548387097,https://www.instagram.com/psg
roses_are_rosie,roses_are_rosie,Instagram,60940323,816,Sports,82,0.0606299530692667,0.0864147152789652,4586884.9375,31561.863703703704,4699873.510204081,,,,,5593980.833333333,https://www.instagram.com/roses_are_rosie
anushkasharma,anushkasharma,Instagram,59276468,1159,Education,85,0.0238766281798796,0.019773256627131,1925204.75,5906.839895013123,3641625.4752475247,,814180.0,615775.5,615775.5,1184805.4285714286,https://www.instagram.com/anushkasharma
manchesterunited,manchesterunited,Instagram,58974258,9900,Sports,85,0.005463892269924,0.0050571864648222,384605.4114219114,1878.2301160148309,1809835.1690909087,128884.33333333331,230239.5625,223269.71875,240808.5357142857,235152.1338028169,https://www.instagram.com/manchesterunited
whinderssonnunes,whinderssonnunes,Instagram,58591940,2717,,79,0.0213111457865626,0.0074580996418429,1616371.15,16203.310391363022,5257153.904411765,18141.0,18141.0,18141.0,18141.0,243302.25,https://www.instagram.com/whinderssonnunes
9gag,9gag,Instagram,58181054,10021,Pets & Animals,86,0.0087789088885832,0.0046683080048543,678711.3186489217,5559.041481316726,3613240.0659955256,202474.75,227477.06666666668,221743.5675675676,258582.8,268979.2948717949,https://www.instagram.com/9gag
marcelotwelve,marcelotwelve,Instagram,57439765,2671,Shows,86,0.0102300873085121,0.0130710687109461,693038.1666666666,2503.0372439478583,3041758.0,194474.0,280022.0,358287.3333333333,402644.375,650563.7058823529,https://www.instagram.com/marcelotwelve
karimbenzema,karimbenzema,Instagram,55869867,2000,Music,42,0.0133169580426697,0.0234880334936267,876565.0,5392.554166666667,2973552.169811321,355367.0,400075.0,814691.25,791904.1666666666,997608.3333333334,https://www.instagram.com/karimbenzema
chrishemsworth,chrishemsworth,Instagram,55165178,859,Trailers,86,0.036724414049764,0.0327496422026776,2745384.0,8745.578947368422,6180484.385416667,,,,1757045.75,1571159.5,https://www.instagram.com/chrishemsworth
paulpogba,paulpogba,Instagram,54634350,1279,,80,0.019361238848825,0.0133403736453454,1397068.0,5836.703370786517,2730445.295918368,,342536.0,353815.0,316381.6666666667,422788.75,https://www.instagram.com/paulpogba
iamzlatanibrahimovic,iamzlatanibrahimovic,Instagram,54512391,868,Sports,86,0.0203904195851993,0.0254303666187346,1541239.4166666667,7579.643076923076,6267214.268518519,,,353745.0,446872.0,521481.0,https://www.instagram.com/iamzlatanibrahimovic
karolg,karolg,Instagram,54422099,3297,People & Blogs,83,0.0437554730889212,0.1280689934970045,3028630.75,20350.10752688172,7802091.677777777,,5904571.0,5904571.0,5904571.0,5904571.0,https://www.instagram.com/karolg
leonardodicaprio,leonardodicaprio,Instagram,54158640,1680,Pets & Animals,86,0.0063752114226341,0.002202655279047,398191.4166666667,3509.686924493554,1235508.4338235294,55282.0,55282.0,55282.0,98298.25,120142.83333333331,https://www.instagram.com/leonardodicaprio
milliebobbybrown,milliebobbybrown,Instagram,54105006,275,,80,0.0538358970202708,0.0851545854618376,3987302.6666666665,18188.15208333333,6851714.223880597,,2677095.0,3417441.5,4831356.25,5021154.0,https://www.instagram.com/milliebobbybrown
juventus,juventus,Instagram,54054171,9974,Gaming,87,0.0032123026481601,0.0026189745672207,201090.7333333333,952.79173553719,840567.1208333333,97856.2,91882.6,153989.95652173914,139207.71794871794,121662.67164179104,https://www.instagram.com/juventus
zacefron,zacefron,Instagram,53887887,663,Movies,86,0.0304714893389634,0.0217297590133996,2262103.5,9847.057142857142,5708580.75862069,,,,,,https://www.instagram.com/zacefron
tatawerneck,tatawerneck,Instagram,53554512,5565,Entertainment,86,0.0131000576164113,0.0039563660981687,976812.5,6598.756972111554,2908022.978319783,,,124830.0,149581.0,165887.55555555556,https://www.instagram.com/tatawerneck
bellahadid,bellahadid,Instagram,53359256,3125,,79,0.0159925994630643,0.0212083115490955,1132707.392857143,2687.933279742765,2738503.616438356,,,1776348.6666666667,1203778.3333333333,1101626.1666666667,https://www.instagram.com/bellahadid
robertdowneyjr,robertdowneyjr,Instagram,53210425,422,Entertainment,86,0.0413678378432733,0.0404495888203827,2984656.25,12541.236162361623,7258314.398230089,,,,,2106144.0,https://www.instagram.com/robertdowneyjr
sunnyleone,sunnyleone,Instagram,53190031,4559,Entertainment,84,0.0102907307662674,0.0059121324766039,769200.1041666666,3678.440476190476,1954614.246305419,,351347.5,517827.25,354785.7777777777,299836.7368421053,https://www.instagram.com/sunnyleone
ladygaga,ladygaga,Instagram,53092230,3546,Music,83,0.0203735181354845,0.0120651390561714,1435302.7666666668,13384.041984732825,3540913.194029851,,,,,635763.3333333334,https://www.instagram.com/ladygaga
beingsalmankhan,beingsalmankhan,Instagram,52980205,1173,Entertainment,76,0.0204519707921203,0.0129795138347189,1399897.75,17133.09768637532,3247875.5857988168,,,,411782.0,789300.3333333334,https://www.instagram.com/beingsalmankhan
jbalvin,jbalvin,Instagram,52762698,9999,Gaming,87,0.0147518609851952,0.0088908495326079,920868.0,5561.646258503401,3099539.4,12318.0,12318.0,163532.0,157988.8,273997.22222222225,https://www.instagram.com/jbalvin
sergioramos,sergioramos,Instagram,52261132,2218,Gaming,87,0.0155549355690295,0.0161880710203143,966414.75,3086.92,2126112.45,,314054.0,409956.6666666667,515387.0,687255.5714285715,https://www.instagram.com/sergioramos
ayutingting92,ayutingting92,Instagram,52170594,10018,Music,85,0.002178291477676,0.0017860786227001,149139.97506493505,849.2212543554007,934398.259445844,19229.5,45384.71428571428,40771.92857142857,57132.8,74728.48214285714,https://www.instagram.com/ayutingting92
dishapatani,dishapatani,Instagram,52062772,2128,Entertainment,74,0.0222305378827601,0.0188253532762796,1615190.0,6306.800613496933,3530372.6193181816,,882479.5,865676.75,778869.0,1057708.4444444445,https://www.instagram.com/dishapatani
mosalah,mosalah,Instagram,51823495,832,,22,0.0297809212756316,0.0291824613054767,1786297.25,12480.288515406162,3191156.7741935486,,839320.0,853353.0,1069706.375,1430160.076923077,https://www.instagram.com/mosalah
433,433,Instagram,50846051,10319,,79,0.0138703957209599,0.0192951546209638,863448.1813186815,4092.4105328472815,3232599.6691729324,519454.2,660923.1142857143,696233.234375,730624.5454545454,810461.4090909091,https://www.instagram.com/433
hudabeauty,hudabeauty,Instagram,50651842,2330,Fashion & Beauty,82,0.0027397198041948,0.0006546970510095,187183.89166666663,2296.0695517774343,1458333.5070028012,28264.0,19618.5,18836.666666666668,19946.6,19626.222222222223,https://www.instagram.com/hudabeauty
adele,adele,Instagram,50542177,418,,84,0.0675205757587189,0.0611485077745656,4739484.5,32030.802816901407,15396176.307692308,,2211066.0,2766306.0,2392644.25,2392644.25,https://www.instagram.com/adele
michelleobama,michelleobama,Instagram,50389066,592,Entertainment,85,0.0128588339916003,0.010987462595888,707602.75,6837.59012345679,1499868.049382716,,225063.0,225063.0,1922041.3333333333,879917.3333333334,https://www.instagram.com/michelleobama
jamesrodriguez10,jamesrodriguez10,Instagram,49753046,1054,Sports,86,0.0224043806019086,0.0086946160261796,1414736.5,10241.777272727271,3021228.5,,,,317195.0,317195.0,https://www.instagram.com/jamesrodriguez10
kritisanon,kritisanon,Instagram,49721095,2652,Fashion & Beauty,76,0.0133891803096823,0.0167865898802709,898828.3333333334,3057.467248908297,1558894.0513833992,,,612749.0,778017.3333333334,736931.0,https://www.instagram.com/kritisanon
krisjenner,krisjenner,Instagram,49106907,6327,Entertainment,80,0.0060146480340928,0.0100830284638471,354127.38690476195,1544.5010600706714,1364591.1842105263,107707.0,580446.6666666666,593222.8,502489.4285714286,450692.7272727273,https://www.instagram.com/krisjenner
lelepons,lelepons,Instagram,49030990,2517,Comedy,81,0.0372316886601462,0.0332447473294822,2414815.0,13184.886617100372,10147577.369863013,,,,,1566125.3333333333,https://www.instagram.com/lelepons
charlidamelio,charlidamelio,Instagram,48873294,142,Entertainment,80,0.0597008587087623,0.0324856359308497,4278895.0,14338.718333333334,6469000.421052632,,816337.0,829608.3333333334,1128204.6666666667,1265979.7272727273,https://www.instagram.com/charlidamelio
gucci,gucci,Instagram,48757827,8791,Comedy,86,0.0022865729743115,0.0019638737822321,116555.03703703702,482.4913714804723,478154.86530612246,76387.66666666667,70652.8,91079.05,79127.54901960785,82038.15730337078,https://www.instagram.com/gucci
louisvuitton,louisvuitton,Instagram,48520702,6378,,82,0.002418278259391,0.0022505361101379,131578.75,652.7503496503497,584823.4461805555,47623.0,65857.5,56271.25,97857.1875,103210.35064935064,https://www.instagram.com/louisvuitton
prillylatuconsina96,prillylatuconsina96,Instagram,48422538,6420,Entertainment,84,0.0053642221210374,0.005910594621574,377882.0,1242.6037868162691,1080167.674603175,,143636.2,97291.66666666669,147695.3076923077,210128.52173913043,https://www.instagram.com/prillylatuconsina96
dovecameron,dovecameron,Instagram,48100914,170,Entertainment,85,0.0252549231589265,0.0346999875944151,1609562.9166666667,2931.680706521739,2165141.40625,994345.5,994345.5,1071102.0,1071102.0,1675806.125,https://www.instagram.com/dovecameron
garethbale11,garethbale11,Instagram,47821374,975,Sports,86,0.0128074095358482,0.0108180036867025,764641.0,3405.6266666666666,2267763.125,,,,,,https://www.instagram.com/garethbale11
